Statistiche Fantacalcio Stagione 2024 25;;;;;;;;;;;;;;;;;
Id;R;Rm;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
2841;A;Pc;Vlahovic;Juventus;25;6,12;7,38;10;0;0;4;4;0;3;3;0;0
6675;A;Pc;Dovbyk;Roma;32;6;7,19;12;0;0;2;2;0;2;0;0;0
6434;A;A;Yildiz;Juventus;34;6,34;7,01;7;0;0;0;0;0;4;2;1;0
6226;A;Pc;Castellanos;Lazio;29;6,29;7,17;10;0;0;3;2;1;3;7;1;0
4510;A;A;Leao;Milan;34;6,19;7,06;8;0;0;0;0;0;8;5;0;0
5734;A;"W;A";Soule';Roma;23;6,24;7,04;5;0;0;0;0;0;5;3;0;0
5995;A;A;De Ketelaere;Atalanta;34;6,19;6,94;7;0;0;0;0;0;5;1;0;0
4463;A;A;Esposito Se.;Empoli;33;6,17;6,79;8;0;0;2;1;1;0;1;0;0
5800;A;A;Gudmundsson A.;Fiorentina;21;6,12;6,98;6;0;0;2;2;0;1;2;0;0
6215;A;Pc;Lucca;Udinese;33;6,11;7,05;12;0;0;1;1;0;0;10;0;0
5672;A;Pc;Dia;Lazio;35;6,01;6,87;9;0;0;0;0;0;4;2;0;0
6435;A;Pc;Krstovic;Lecce;37;6,05;6,92;11;0;0;3;2;1;5;6;0;0
313;A;Pc;Morata;Milan;16;6,09;6,88;5;0;0;0;0;0;0;5;0;0
309;A;A;Dybala;Roma;20;6,48;7,48;6;0;0;3;3;0;3;2;0;0
6646;A;A;Adams C.;Torino;35;6;6,76;9;0;0;1;0;1;4;3;0;0
5951;A;Pc;Kolo Muani;Juventus;16;6,22;7,78;8;0;0;1;1;0;1;0;0;0
4359;A;Pc;Piccoli;Cagliari;37;6;6,76;10;0;0;1;1;0;1;6;0;0
2002;A;A;Chiesa;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
4371;A;A;Raspadori;Napoli;18;6,19;7,22;6;0;0;0;0;0;1;1;0;0
5079;A;Pc;Pohjanpalo;Venezia;20;6,05;6,78;6;0;0;4;3;1;0;1;0;0
2038;A;Pc;Pinamonti;Genoa;36;5,96;6,68;10;0;0;1;0;1;1;4;0;0
5311;A;Pc;Shomurodov;Roma;20;6,1;6,8;4;0;0;0;0;0;2;1;0;0
6895;A;A;Dominguez B.;Bologna;20;6,28;6,82;3;0;0;0;0;0;2;0;0;0
2765;A;A;Odgaard;Bologna;28;6,14;6,84;6;0;0;0;0;0;2;1;0;0
6572;A;Pc;Castro S.;Bologna;33;6,17;6,76;8;0;0;1;0;1;4;8;0;1
2369;A;A;Thauvin;Udinese;24;6,31;7,19;8;0;0;3;1;2;3;0;0;0
2155;A;Pc;Cutrone;Como;33;6,02;6,67;7;0;0;1;0;1;4;1;0;0
6669;A;Pc;Bonny;Parma;37;6,03;6,51;6;0;0;3;2;1;4;2;0;0
4436;A;A;Cambiaghi;Bologna;17;6,15;6,5;1;0;0;0;0;0;3;0;0;0
6409;A;A;Beltran L.;Fiorentina;30;5,98;6,42;5;0;0;3;2;1;4;6;0;0
2137;A;Pc;Scamacca;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
4268;A;Pc;Arnautovic;Inter;14;6,14;7,11;4;0;0;0;0;0;2;2;0;0
4923;A;Pc;Colombo;Empoli;36;5,9;6,39;6;0;0;1;1;0;2;3;1;0
6801;A;Pc;Tengstedt;Verona;23;5,91;6,7;6;0;0;1;1;0;1;2;0;0
4179;A;A;Gonzalez N.;Juventus;23;5,96;6,37;3;0;0;0;0;0;2;3;0;0
6398;A;"W;A";Isaksen;Lazio;37;6,05;6,34;4;0;0;0;0;0;1;5;0;0
5471;A;Pc;Djuric;Parma;23;6;6,61;5;0;0;0;0;0;1;4;0;0
608;A;Pc;Zapata D.;Torino;7;6,57;7,79;3;0;0;0;0;0;0;1;0;0
6630;A;Pc;Mosquera;Verona;33;5,88;6,3;5;0;0;0;0;0;1;4;0;0
495;A;A;Correa;Inter;15;6,13;6,57;2;0;0;0;0;0;2;3;0;0
6159;A;A;Sarr A.;Verona;29;5,86;6,26;4;0;0;0;0;0;0;1;0;0
6643;A;Pc;Dallinga;Bologna;23;5,96;6,41;3;0;0;0;0;0;2;1;0;0
2438;A;Pc;Jovic;Milan;12;5,88;6,33;2;0;0;0;0;0;0;1;0;0
5882;A;A;Mota;Monza;31;5,84;6,31;5;0;0;0;0;0;1;3;0;0
6833;A;A;Mbangula;Juventus;15;6,33;7,13;3;0;0;0;0;0;3;1;0;0
4811;A;A;Joao Felix;Milan;12;6,04;6,42;2;0;0;0;0;0;0;3;0;0
6229;A;Pc;Toure' E.;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
1958;A;A;Caprari;Monza;30;5,97;6,28;3;0;0;2;2;0;2;3;0;0
7017;A;Pc;Douvikas;Como;12;6,21;6,75;2;0;0;0;0;0;1;1;0;0
5297;A;A;Luvumbo;Cagliari;26;5,98;6,25;2;0;0;0;0;0;2;2;0;0
441;A;Pc;Belotti;Como;12;5,96;6,42;2;0;0;0;0;0;0;1;0;0
5506;A;A;Ekuban;Genoa;18;6;6,31;1;0;0;0;0;0;3;1;0;0
6556;A;A;Noslin;Lazio;19;6;6,37;2;0;0;0;0;0;2;2;0;0
6549;A;"W;A";Pierotti;Lecce;35;5,81;6,1;4;0;0;0;0;0;1;4;1;0
2544;A;Pc;Abraham;Milan;24;5,94;6,33;3;0;0;2;1;1;4;1;0;0
5881;A;Pc;Gytkjaer;Venezia;17;5,79;6,15;2;0;0;1;1;0;0;0;0;0
345;A;A;Keita B.;Monza;10;5,9;6,4;2;0;0;0;0;0;0;2;0;0
6164;A;Pc;Vitinha O.;Genoa;22;5,89;6,25;2;0;0;0;0;0;3;2;0;0
6439;A;Pc;Cheddira;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
6653;A;A;Bravo;Udinese;16;6;6,28;2;0;0;0;0;0;0;3;0;0
7016;A;A;Coman F.;Cagliari;9;6,06;6,28;1;0;0;0;0;0;0;2;0;0
7022;A;Pc;Fila;Venezia;9;5,83;6,33;2;0;0;0;0;0;0;1;1;0
7023;A;Pc;Pellegrino M.;Parma;11;6,14;6,86;3;0;0;0;0;0;0;2;0;0
6628;A;Pc;Taremi;Inter;18;5,97;6,22;1;0;0;1;1;0;2;1;0;0
2061;A;Pc;Simeone;Napoli;19;5,92;6,11;1;0;0;0;0;0;1;1;0;0
5637;A;Pc;Davis K.;Udinese;16;6;6,38;2;0;0;0;0;0;1;2;0;0
247;A;Pc;Pavoletti;Cagliari;11;5,95;6,36;2;0;0;0;0;0;0;5;0;0
5336;A;Pc;Nzola;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
5500;A;"W;A";Cancellieri;Parma;25;5,76;6,04;3;0;0;0;0;0;0;2;1;0
6822;A;Pc;Ekhator;Genoa;15;5,87;6,1;1;0;0;0;0;0;1;1;0;0
2325;A;A;Karamoh;Torino;21;5,9;5,9;0;0;0;0;0;0;1;2;0;0
2819;A;Pc;Caputo;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
2762;A;A;Kouame';Empoli;22;5,77;5,93;1;0;0;0;0;0;1;1;0;0
6670;A;Pc;Charpentier;Parma;9;6,17;6,67;1;0;0;0;0;0;2;1;0;0
479;A;Pc;Sanabria;Torino;22;5,7;5,84;2;0;0;1;0;1;1;2;0;0
6644;A;Pc;Rocha Livramento;Verona;22;5,8;5,89;1;0;0;0;0;0;1;2;1;0
6207;A;"W;A";Almqvist;Parma;26;5,79;5,85;1;0;0;0;0;0;1;5;0;0
186;A;A;Rebic;Lecce;18;5,89;5,92;1;0;0;0;0;0;0;3;1;0
6227;A;A;Okafor;Napoli;12;5,88;6,12;1;0;0;0;0;0;0;0;0;0
2103;A;Pc;Pellegri;Empoli;9;6,11;6,94;3;0;0;0;0;0;0;3;0;0
1842;A;A;Pierini;Venezia;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
6558;A;"W;A";Tavsan;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
6011;A;A;Ekong;Empoli;8;5,94;5,94;0;0;0;0;0;0;0;1;0;0
6914;A;A;Haj Mohamed;Parma;11;5,91;6,05;1;0;0;0;0;0;0;4;0;0
7001;A;"W;A";N'Dri;Lecce;7;5,86;5,86;0;0;0;0;0;0;0;0;0;0
7002;A;Pc;Ganvoula;Monza;7;5,5;5,5;0;0;0;0;0;0;0;0;0;0
1939;A;Pc;Lapadula;Cagliari;10;5,75;5,7;0;0;0;0;0;0;0;1;0;0
6395;A;A;Shpendi S.;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5322;A;"W;A";Mihaila;Parma;20;5,78;5,88;0;0;0;0;0;0;3;2;0;0
6213;A;A;Brenner;Udinese;6;5,92;6,75;1;0;0;0;0;0;2;0;0;0
5676;A;A;Success;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
2475;A;A;Sanchez;Udinese;9;5,83;5,83;0;0;0;0;0;0;0;0;0;0
6250;A;Pc;Maric;Venezia;8;5,75;5,75;0;0;0;0;0;0;0;0;0;0
6598;A;Pc;Mutandwa;Cagliari;5;5,9;5,9;0;0;0;0;0;0;0;0;0;0
6657;A;Pc;Gabrielloni;Como;4;6,5;7,38;1;0;0;0;0;0;1;1;0;0
6001;A;"W;A";Banda;Lecce;13;5,77;5,81;0;0;0;0;0;0;1;1;0;0
6418;A;Pc;Burnete;Lecce;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6519;A;Pc;Camarda;Milan;6;5,92;5,92;0;0;0;0;0;0;0;0;0;0
6145;A;"W;A";Ngonge;Napoli;6;5,75;5,67;0;0;0;0;0;0;0;2;0;0
6667;A;A;Benedyczak;Parma;6;5,67;5,67;0;0;0;0;0;0;0;0;0;0
6668;A;A;Partipilo;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0
6119;A;A;Solbakken;Empoli;18;5,67;5,61;0;0;0;0;0;0;0;2;0;0
306;A;Pc;Cerri;Como;3;5,17;5,17;0;0;0;0;0;0;0;0;0;0
6912;A;Pc;Vlahovic V.;Atalanta;2;6;6;0;0;0;0;0;0;0;0;0;0
6913;A;A;Lambourde;Verona;3;6,17;7,17;1;0;0;0;0;0;0;1;0;0
696;A;Pc;Balotelli;Genoa;3;6;5,83;0;0;0;0;0;0;0;2;0;0
6648;A;"W;A";Jasim;Como;0;0;0;0;0;0;0;0;0;0;0;0;0
6658;A;Pc;Gioacchini;Como;0;0;0;0;0;0;0;0;0;0;0;0;0
6565;A;Pc;Ankeye;Genoa;1;6;6;0;0;0;0;0;0;0;0;0;0
2012;A;Pc;Milik;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
383;A;Pc;Petagna;Monza;7;5,36;5,29;0;0;0;0;0;0;0;1;0;0
6603;A;A;Joao Costa;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
6635;A;Pc;Pizarro;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
6490;A;Pc;Cruz;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
5436;A;Pc;Raimondo;Venezia;1;6;6;0;0;0;0;0;0;0;0;0;0
6827;A;A;Njie;Torino;9;6;5,94;0;0;0;0;0;0;0;1;0;0
6910;A;A;Kowalski;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0
537;A;A;Sansone;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
7015;A;"W;A";Pedrola;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
7026;A;Pc;Salama;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
7027;A;Pc;Azon;Como;0;0;0;0;0;0;0;0;0;0;0;0;0
